Textos_espanol,sdg
"La revisión que se presenta a continuación no ofrece una relación y un análisis detallados de los métodos adoptados en cada estudio, pero se puede afirmar que todas las conclusiones principales de la revisión están respaldadas por al menos un análisis econométrico sólido que apoya la naturaleza causal de los vínculos evaluados (por ejemplo, en el caso de las penalizaciones salariales asociadas a la obesidad y el tabaquismo, las diferencias salariales para personas con distintos niveles de consumo de alcohol, las diferencias de empleo para los obesos, los bebedores empedernidos y los fumadores, etc.). Se centra en cómo los factores de riesgo y las enfermedades crónicas afectan al empleo, los salarios, la productividad laboral y el abandono prematuro del mercado de trabajo. También proporciona una visión del valor de la producción potencialmente perdida por enfermedad y por resultados adversos en el mercado laboral.",3
"El Estado Mundial de la Infancia: Niños con Discapacidades. Poner fin a las muertes infantiles prevenibles por neumonía y diarrea para 2025: el Plan de acción mundial integrado para la neumonía y la diarrea (GAPPD). Cada producto de tal nacimiento se considera un nacimiento vivo. Estos cálculos no son, estrictamente hablando, tasas (es decir, el número de muertes dividido por el número de población en riesgo durante un cierto período de tiempo) sino una probabilidad de muerte derivada de una tabla de vida y expresada como una tasa por 1000 vivos. nacimientos",3
"De hecho, el estado de salud se clasifica sistemÃ¡ticamente como uno de los aspectos mÃ¡s valorados en la vida de las personas, junto con tener un empleo, en las encuestas realizadas en los paÃses de la OCDE. El estado de salud tambiÃ©n tiene un valor instrumental porque mejora las oportunidades de las personas para participar en programas de educaciÃ³n y formaciÃ³n y en el mercado laboral, asÃ como para tener buenas relaciones sociales. A nivel social, los países con mejores resultados generales en materia de salud también presentan una renta y una riqueza medias más elevadas, mayores tasas de empleo, mayores tasas de participación en actividades políticas, un mayor apoyo de las redes sociales y una mayor satisfacción general con la vida.",3
"El Parlamento decidió elaborar un plan de acción para la salud mental, luego de la publicación de un libro blanco esperado sobre el estado de la salud mental y los servicios de salud mental en Noruega. Un libro blanco del gobierno, “Apertura y Comprensión: Trastornos Mentales y Prestación de Servicios” (Ministerio de Salud y Servicios de Atención de Noruega, 1997), siguió y estableció las debilidades y brechas significativas en el sistema de salud mental. El Plan de Escalamiento agregó una gran cantidad de psicólogos a la fuerza laboral de salud mental (ver Cuadro 4.1).",3
"Por lo general, estos pagos por resultados se centran en resultados intermedios, por ejemplo, presión arterial o nivel de glucosa en sangre controlados, y solo en raras ocasiones en medidas de resultados como las tasas de supervivencia. En el sector de pacientes hospitalizados, la participación de los ingresos de los proveedores es mucho menor, con frecuencia alrededor del 0,1 % de los presupuestos hospitalarios y nunca superando el 4 % (Milstein y Schreyogg, 2015). Si bien se puede esperar que los programas P4P incluyan al menos algunas medidas de desempeño o resultados, la mayoría, si no todos, los programas P4P también incluyen pagos ex post más simples vinculados a la prestación de servicios (por ejemplo, finalización de ciertos datos y registro, establecimiento del plan de atención).",3
"Las colas caracterizan los patrones en Namibia y Uganda (aunque en diferentes niveles de U5M general), mientras que el patrón de Camboya es mixto, lo que muestra que los grupos más ricos disfrutan de tasas de mortalidad más bajas, pero las tasas entre los grupos más pobres no son tan extremadamente altas como las observadas en Níger. Desigualdad socioeconómica en la malnutrición en los países en desarrollo"", Boletín de la Organización Mundial de la Salud, vol. ¿Qué pasa con las tendencias de las desigualdades en salud a lo largo del tiempo? El análisis de tendencias requiere al menos dos puntos de datos diferentes, y solo unos pocos países en desarrollo han realizado encuestas de salud cuyo los resultados son comparables en dos o más puntos diferentes en el tiempo.",3
"Los farmacéuticos en el sur de Australia pueden administrar la vacuna contra la influenza. En el Territorio del Norte, los farmacéuticos en un programa piloto pueden administrar vacunas contra la influenza, el sarampión, las paperas y la rubéola, la difteria, la tos ferina y el tétanos para adultos. Australia Occidental modificó recientemente la legislación para permitir que los farmacéuticos administren vacunas contra la influenza.",4
"Estos centros constituyen una red extendida para el sistema de atención primaria, ofreciendo servicios de maternidad, camas de cuidados intermedios (para evitar la hospitalización o acelerar el alta temprana), cirugía ambulatoria, rehabilitación, clínicas especializadas (como manejo del dolor) y diagnósticos como x- rayos Los CAIS también realizan talleres para apoyar a los EBAIS locales típicos comparando y discutiendo sus indicadores de desempeño, ofreciendo telemedicina y visitas domiciliarias, y manteniendo un enfoque en la atención preventiva. En 2015, uno de los CAIS estableció una comisión local sobre violencia doméstica y la mayoría de sus 15 000 visitas domiciliarias fueron para la promoción de la salud y la atención preventiva.",3
"De manera similar, Turquía ha logrado la reducción promedio más alta del 6,9 % anual en la mortalidad infantil entre 1970 y 2011, seguida en la OCDE por Corea (6,4 % anual) y Portugal (6,8 % anual). La protección financiera también ha mejorado mucho. El gasto público en salud ahora representa el 73% del gasto total en salud, ligeramente por encima del promedio de la OCDE del 72%.",3
"En ese caso, el tiempo de espera podría ser un mecanismo de equilibrio que haga que la demanda de tratamiento público sea igual a la oferta. Además, introduce un Sistema de Información Médica que cubre el tratamiento individual, los proveedores, los empleados médicos y los precios de los servicios prestados por fuentes públicas. En segundo lugar, ""e-health"" tiene como objetivo integrar bases de datos operativas, creando una fuente centralizada de información sobre el historial de tratamiento de los pacientes y un portal médico en Internet disponible para todas las partes interesadas.",3
"Las enfermeras de salud mental deben trabajar con psiquiatras y médicos de cabecera para prestar servicios como el seguimiento del estado mental del paciente, la gestión de su medicación y la mejora de los vínculos con otros profesionales sanitarios y proveedores de servicios clínicos. Se debe atender a un mÃnimo de dos pacientes por sesiÃ³n, y las evaluaciones parecen indicar que el programa ha tenido bastante Ã©xito. El aumento y/o la mejora de la formación y el desarrollo profesional continuo (DPC), así como el uso de directrices basadas en la evidencia en la atención primaria, tienen el potencial de ser una forma rentable de reducir algunas de las deficiencias en el tratamiento de trastornos comunes y mejorar la calidad de la atención. En algunos países de la OCDE, la formación en salud mental se incluye como parte de la formación para el desarrollo profesional continuo.",3
